Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 2 blb-03 ass. politie belgenhoek grashoek 233291,Brandweer met gepaste spoed naar Belgenhoek in Grashoek  assistentie politie,2024-02-07,15:41:27
brandweer,p 2 blb-03 ass. politie ags belgenhoek grashoek 236121,Geen beschrijving beschikbaar,2024-02-07,15:41:16
brandweer,ovd-bz graag telefonisch contact caco mkob,Brandweer,2024-02-07,15:39:24
brandweer,telefonisch contact mkb,Geen beschrijving beschikbaar,2024-02-07,15:38:08
brandweer,p 1 brt-05 oms beheerssysteem handelscentrum nikkelstraat rotterdam 179101 171031 179193,Automatisch brandalarm op Nikkelstraat in Rotterdam,2024-02-07,15:37:29
brandweer,sms/app sbb mirg,Geen beschrijving beschikbaar,2024-02-07,15:37:28
brandweer,p 1 brt-02 oms handmelder vlietland ziekenhuis algemeen vlietlandplein schiedam 179237,Automatisch brandalarm (handmelder) op Vlietlandplein in Schiedam,2024-02-07,15:36:47
brandweer,p 1 bad-03 ass. ambu deur openen hogevecht amsterdam 134131,Brandweer met spoed naar Hogevecht in Amsterdam,2024-02-07,15:36:37
brandweer,p 2 blb-02 brandgerucht rijksweg noord geleen 244631,Brandgerucht op Rijksweg Noord in Geleen,2024-02-07,15:36:24
brandweer,p 1 bad-02 ass. ambu deur openen meidoorneiland weesp 134531,Brandweer met spoed naar Meidoorneiland in Weesp,2024-02-07,15:35:40
politie,aanrijding letsel n237 - utrechtseweg amersfoort,Politie naar Utrechtseweg in Amersfoort voor ongeval met letsel,2024-02-07,15:42:29
politie,svp contact zcc ijsselland-twente zwolle/hengelo bvd,Politie naar Hengelo,2024-02-07,15:40:46
politie,"1 ongeval wegvervoer letsel a4 re 72,4 schiedam icnum 73057",Politie naar A4 in Schiedam voor ongeval met letsel,2024-02-07,15:40:01
politie,2 ongeval wegvervoer materieel mathenesserdijk rotterdam icnum 73059,Politie naar Mathenesserdijk in Rotterdam voor Ongeval Wegvervoer Materieel,2024-02-07,15:38:59
brandweer,p 2 bon-04 br nacontrole brandweeringang-2 mst koningsplein enschede 054131,Nacontrole na eerdere brand op Koningsplein in Enschede,2024-02-07,15:55:47
brandweer,p 1 ongeval wegvervoer letsel marnixstraat amsterdam,Ongeval met letsel op Marnixstraat in Amsterdam,2024-02-07,15:52:42
brandweer,p 2 bob-02 brandgerucht neos boutenslaan eindhoven 222332,Brandgerucht op Boutenslaan in Eindhoven,2024-02-07,15:51:44
brandweer,p 2 49250 letsel broekstraat dorst,Ongeval met letsel op Broekstraat in Dorst,2024-02-07,15:51:28
brandweer,p 1 bob-01 br woning schoorsteen oude provincialeweg hapert 221551 221641,Woningbrand op Oude Provincialeweg in Hapert,2024-02-07,15:49:54
brandweer,graag telefonisch contact mkb,Brandweer,2024-02-07,15:46:38
politie,aanrijding letsel de gervelink denekamp 94659,Politie naar de Gervelink in Denekamp voor ongeval met letsel,2024-02-07,15:48:13
brandweer,p 1 bon-02 br wegvervoer auto wiekenweg heerde 061441,Geen beschrijving beschikbaar,2024-02-07,16:14:20
brandweer,spoed ambu,Brandweer,2024-02-07,16:13:42
brandweer,"prio 4 a4 li - kp prins clausplein 46,6 y sgravh wegverkeer verkeersstremming soort stremming: obstakel op rijbaan",Brandweer naar A4 in Den Haag,2024-02-07,16:12:24
brandweer,p 2 bmd-01 stank/hind. lucht soort lucht: brandlucht tijdelijke school amersfoortsestraatweg naarden 141631,Brandweer met gepaste spoed naar Amersfoortsestraatweg in Naarden,2024-02-07,16:12:15
brandweer,p 1 bnh-03 br wegvervoer auto koolmees hoorn nh 105132,Voertuigbrand op Koolmees in Hoorn,2024-02-07,16:11:59
brandweer,p 2 bob-03 ongeval gaslekkage buiten volkelseweg mill 212641,Gaslek op Volkelseweg in Mill,2024-02-07,16:11:11
brandweer,p 3 contact mkb bvd koekoekspad bleskensgraaf ca,Brandweer zonder spoed naar Koekoekspad in Bleskensgraaf,2024-02-07,16:11:07
brandweer,p 2 ass. pol barchman wuytierslaan amersfoort 098694 090133,Brandweer met gepaste spoed naar Barchman Wuytierslaan in Amersfoort,2024-02-07,16:01:37
brandweer,p 1 bnn-02 ongeval gaslekkage buiten meting butlanswei poppenwier 025793 026331,Gaslek op Bûtlânswei in Poppenwier,2024-02-07,15:59:41
brandweer,p 2 blb-01 stank/hind. lucht koolmonoxide meting stationstraat baexem 234331,Brandweer met gepaste spoed naar Stationstraat in Baexem,2024-02-07,15:57:37
politie,prio 1 bastiaansplein delft ongeval wegvervoer letsel,Ongeval met letsel op Bastiaansplein in Delft,2024-02-07,16:10:46
politie,3 dier in problemen mia van ijperenplein rotterdam icnum 73106,Politie naar Mia van IJperenplein in Rotterdam,2024-02-07,16:07:39
politie,ongeval wegvervoer letsel koninginnenlaan 5211wg 's-hertogenbosch,Geen beschrijving beschikbaar,2024-02-07,16:01:39
brandweer,p 1 bad-02 br industrie jarmuiden amsterdam 118052 139091 138861 138831 132531,Geen beschrijving beschikbaar,2024-02-07,16:25:26
brandweer,p 1 bdh-02 oms brandmelding albert heijn distributiecentr. laan van ruyven delfgauw 155430,Geen beschrijving beschikbaar,2024-02-07,16:24:45
brandweer,p 2 bdh-01 nacontrole harderwijkstraat 's-gravenhage 157830,Geen beschrijving beschikbaar,2024-02-07,16:24:30
brandweer,p 1 bob-02 br wegvervoer auto esso het goor a67 re - het goor bladel 225165 225182,Voertuigbrand op A67 in Bladel,2024-02-07,16:23:09
brandweer,p 1 bob-02 br wegvervoer auto esso het goor a67 re - het goor bladel 327231 224041,Voertuigbrand op A67 in Bladel,2024-02-07,16:23:09
brandweer,p 1 bnn-01 ongeval wegvervoer dorpsstraat onstwedde 013693 012731,Geen beschrijving beschikbaar,2024-02-07,16:23:07
brandweer,"prio 4 a12 re 37,8 nwbrrn wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar A12 in Nieuwerbrug Aan Den Rijn,2024-02-07,16:23:05
brandweer,p 2 bnn-04 liftopsluiting carmelcollege wendeling emmen 038671,Assistentie bij liftopsluiting op Wendeling in Emmen,2024-02-07,16:20:07
brandweer,p 2 brt-07 ass. ambu afhijsen lemkensstraat rotterdam 179237 170451,Assistentie ambulance voor afhijsen patiënt op Lemkensstraat in Rotterdam,2024-02-07,16:18:39
brandweer,p 2 bad-01 ass. ambu afhijsen bos en lommerweg amsterdam 132451 132431,Assistentie ambulance voor afhijsen patiënt op Bos en Lommerweg in Amsterdam,2024-02-07,16:17:59
brandweer,p 1 brt-06 reanimatie inzet aed van bijlandtplaats rotterdam 179233,Assistentie bij reanimatie op Van Bijlandtplaats in Rotterdam,2024-02-07,16:17:30
brandweer,p 1 bnh-20 oms brandmelding reykjavikweg schiphol 129130,Automatisch brandalarm op Reykjavikweg in Schiphol,2024-02-07,16:16:41
brandweer,p 2 bzb-03 hv huisakkerstraat rijsbergen 203092 203232,Brandweer met gepaste spoed naar Huisakkerstraat in Rijsbergen,2024-02-07,16:15:29
brandweer,test pager,Brandweer   test/oefening,2024-02-07,16:15:16
politie,2 ongeval wegvervoer materieel kralingse zoom rotterdam icnum 73138,Politie naar Kralingse Zoom in Rotterdam voor Ongeval Wegvervoer Materieel,2024-02-07,16:25:39
politie,1 ongeval wegvervoer letsel houtzaagmolen ridderkerk icnum 73135,Politie naar Houtzaagmolen in Ridderkerk voor ongeval met letsel,2024-02-07,16:23:39
politie,2 loslopende dieren suiestraat rotterdam icnum 73136,Politie naar Suiestraat in Rotterdam,2024-02-07,16:22:39
politie,ongeval/wegvervoer/letsel prio 1 onstwedde dorpsstraat,Ongeval met letsel op Dorpsstraat in Onstwedde,2024-02-07,16:21:26
politie,ongeval wegvervoer letsel mercuriuslaan eindhoven,Politie naar Mercuriuslaan in Eindhoven voor ongeval met letsel,2024-02-07,16:18:14
politie,prio 1 jumbo vrijheidslaan delft ongeval wegvervoer letsel,Geen beschrijving beschikbaar,2024-02-07,16:17:14
trauma,a1 dia: ja ambu 17902 lemkensstraatpk rotterdam rottdm bon 20182,Traumaheli naar Lemkensstraat in Rotterdam,2024-02-07,16:20:14
trauma,a1 dia: ja ambu 17992 lemkensstraatpk rotterdam rottdm bon 20182,Traumaheli naar Lemkensstraat in Rotterdam,2024-02-07,16:19:14
trauma,drachten graag contact mka,Geen beschrijving beschikbaar,2024-02-07,16:13:21
brandweer,p 2 bnn-03 nacontrole neptunus hoogeveen,Nacontrole op Neptunus in Hoogeveen,2024-02-07,16:34:40
brandweer,"p 1 bon-01 hv weg letsel a50 li 209,8 apeldoorn 062671",Ongeval met letsel op A50 in Apeldoorn,2024-02-07,16:32:44
brandweer,p 2 bnh-01 ongeval gaslekkage buiten stenenplaats den burg 105931,Geen beschrijving beschikbaar,2024-02-07,16:31:42
brandweer,"p 1 bon-01 hv weg letsel a50 li 209,8 apeldoorn 069291 062431",Ongeval met letsel op A50 in Apeldoorn,2024-02-07,16:31:35
brandweer,p 2 bnn-03 nacontrole neptunus hoogeveen 038993 038931,Nacontrole op Neptunus in Hoogeveen,2024-02-07,16:27:27
brandweer,p 1 bdh-03 oms brandmelding koningin beatrixkazerne vch,Brandweer met spoed voor Automatisch brandalarm,2024-02-07,16:26:37
brandweer,p 1 bdh-03 oms brandmelding koningin beatrixkazerne van alkemadelaan 's-gravenhage 157230,Automatisch brandalarm op Van Alkemadelaan in Den Haag,2024-02-07,16:26:37
politie,bellen oc apeldoorn gmsnr 741,Geen beschrijving beschikbaar,2024-02-07,16:36:55
politie,"prio 1 a4 re 54,0 denhzh ongeval wegvervoer letsel",Ongeval met letsel op A4 in Den Hoorn,2024-02-07,16:34:50
politie,prio 1 voorstraat voorsc ongeval wegvervoer letsel,Ongeval met letsel op Voorstraat in Voorschoten,2024-02-07,16:33:25
politie,"aanrijding letsel a50 li 209,0 apeldoorn 94764",Politie naar A50 in Apeldoorn voor ongeval met letsel,2024-02-07,16:32:48
politie,oraag contact mka glm,Geen beschrijving beschikbaar,2024-02-07,16:30:55
politie,"aanrijding letsel a50 li 209,9 apeldoorn 94766",Politie naar A50 in Apeldoorn voor ongeval met letsel,2024-02-07,16:30:55
politie,graag contact mka glm,Politie  voor contact met de meldkamer opnemen,2024-02-07,16:30:54
brandweer,p 2 bmd-02 br afval amsterdamweg almere 254131,Afvalbrand op Amsterdamweg in Almere,2024-02-07,16:45:55
brandweer,p 1 bnn-06 ongeval gaslekkage buiten louwer om'e tun terherne 025793 026332,Gaslek op Louwer om'e tún in Terherne,2024-02-07,16:43:57
brandweer,p 1 brd!02 oms handmelder erasmus mc gebouw nb-nt dr. molewaterplein rotterdam 179233,Automatisch brandalarm (handmelder) op Dr. Molewaterplein in Rotterdam,2024-02-07,16:41:09
brandweer,p 1 brt-02 oms handmelder erasmus mc gebouw nb-nt dr. molewaterplein rotterdam 179233,Automatisch brandalarm (handmelder) op Dr. Molewaterplein in Rotterdam,2024-02-07,16:41:09
brandweer,p 2 intrekken alarm brw dier in problemen samuelswijk elim,Dier in problemen op Samuelswijk in Elim,2024-02-07,16:40:54
brandweer,p 1 bad-03 stank/hind. lucht gaslucht binnen saenredamstraat amsterdam 139233,Gaslucht op Saenredamstraat in Amsterdam,2024-02-07,16:40:29
brandweer,p 1 ongeval wegvervoer letsel eerste jacob van campenstraat amsterdam,Ongeval met letsel op Eerste Jacob van Campenstraat in Amsterdam,2024-02-07,16:40:29
brandweer,p 2 bad-02 kleine br br industrie ventilator onderhoud/reparatie jarmuiden amsterdam 132451,Industriebrand op Jarmuiden in Amsterdam,2024-02-07,16:39:47
brandweer,p 2 bnn-05 dier in problemen samuelswijk elim 042332,Dier in problemen op Samuelswijk in Elim,2024-02-07,16:39:05
brandweer,tel. contact meldkamer brandweer,Brandweer,2024-02-07,16:36:53
brandweer,graag telefonisch contact mkon,Brandweer,2024-02-07,16:36:07
brandweer,"p 1 bdh-15 ongeval wegvervoer a4 re 54,0 den hoorn zh 159660",Ongeval op A4 in Den Hoorn,2024-02-07,16:35:46
politie,aanrijding letsel entersestraat lohuisstraat bornerbroek 94777,Politie naar Entersestraat in Bornerbroek voor ongeval met letsel,2024-02-07,16:38:22
politie,prio 1 stadsbibliotheek klein amerika gouda ongeval wegvervoer letsel fiets object,Ongeval met letsel op Klein Amerika in Gouda,2024-02-07,16:37:31
brandweer,p 1 bnh-02 kleine br br afval citerstraat purmerend 115051,Afvalbrand op Citerstraat in Purmerend,2024-02-07,16:57:27
brandweer,p 2 bdh-02 buitensluiting overste den oudenstraat schoonhoven 163330,Brandweer met gepaste spoed naar Overste den Oudenstraat in Schoonhoven,2024-02-07,16:56:27
brandweer,"p 1 49318 letsel n395 - beekseweg,8 diessen",Ongeval met letsel op Beekseweg in Diessen,2024-02-07,16:53:40
brandweer,p 1 bnh-04 oms handmelder nw ziekenhuis hoofdpaneel a receptie wilhelminalaan alkmaar 104131,Automatisch brandalarm (handmelder) op Wilhelminalaan in Alkmaar,2024-02-07,16:52:22
brandweer,graag contact meldkamer politie gms 94483,Brandweer,2024-02-07,16:49:22
brandweer,p 1 bnn-07 br woning schoorsteen dorpsstraat pesse hoogeveen 038950 039065 038993 039041,Woningbrand op Dorpsstraat in Pesse,2024-02-07,16:47:50
brandweer,p 1 bdh-03 br wegvervoer bestelbus rijndijk hazerswoude-rijndijk,Voertuigbrand op Rijndijk in Hazerswoude-Rijndijk,2024-02-07,16:46:50
brandweer,p 2 bnh-02 br afval citerstraat purmerend 115031,Afvalbrand op Citerstraat in Purmerend,2024-02-07,16:46:18
trauma,a2 ambu 08993 - diessen mka zebra,Traumaheli naar Diessen,2024-02-07,16:53:07
brandweer,p 1 blb-02 stank/hind. lucht gaslucht binnen olieberg roermond 235169,Gaslucht op Olieberg in Roermond,2024-02-07,17:18:26
brandweer,p 1 blb-02 stank/hind. lucht gaslucht binnen olieberg roermond 235131,Gaslucht op Olieberg in Roermond,2024-02-07,17:18:26
brandweer,"p 1 bad-05 br wegvervoer auto a1 li 4,7 diemen 134231 132231",Voertuigbrand op A1 in Diemen,2024-02-07,17:13:50
brandweer,p 1 bad-04 stank/hind. lucht gaslucht binnen prinses margrietlaan uithoorn 135331,Gaslucht op Prinses Margrietlaan in Uithoorn,2024-02-07,17:11:29
brandweer,p 1 liftopsluiting strijplaan rijswijk zh,Assistentie bij liftopsluiting op Strijplaan in Rijswijk,2024-02-07,17:09:18
brandweer,p 2 bdh-04 liftopsluiting strijplaan rijswijk zh 155630,Assistentie bij liftopsluiting op Strijplaan in Rijswijk,2024-02-07,17:08:23
brandweer,p 2 bdh-01 br afval wilgendreef voorburg 159633,Afvalbrand op Wilgendreef in Voorburg,2024-02-07,17:07:35
brandweer,p 1 bzb-02 stank/hind. lucht gaslucht binnen brugstraat roosendaal 201331,Gaslucht op Brugstraat in Roosendaal,2024-02-07,17:06:33
brandweer,p 1 bnh-02 kleine br br afval citerstraat purmerend 110291,Afvalbrand op Citerstraat in Purmerend,2024-02-07,16:59:24
brandweer,p 2 bnn-02 br container buurthuis oldegalileen oldegalileen leeuwarden 026132,Buitenbrand (container) op Oldegalileën in Leeuwarden,2024-02-07,16:58:39
politie,aanrijding letsel slotemaker de bruineweg hatertseweg nijmegen 94847,Geen beschrijving beschikbaar,2024-02-07,17:04:20
trauma,a1 dia 13991 hoekweg 1619 andijk 12761/ regio 10,Geen beschrijving beschikbaar,2024-02-07,17:06:25
brandweer,p 2 bdh-01 dienstverlening uranusstraat alphen aan den rijn 161852,Brandweer met gepaste spoed naar Uranusstraat in Alphen Aan Den Rijn,2024-02-07,17:29:59
brandweer,p 2 herbezet./kazerneren herbezetting kazerne roermond minderbroederssingel roermond,Brandweer met gepaste spoed naar Minderbroederssingel in Roermond  herbezetting kazerne,2024-02-07,17:29:14
brandweer,p 2 49359 letsel gerardus majellastraat dongen,Ongeval met letsel op Gerardus Majellastraat in Dongen,2024-02-07,17:25:34
politie,1 ongeval wegvervoer letsel delftweg rotterdam icnum 73253,Politie naar Delftweg in Rotterdam voor ongeval met letsel,2024-02-07,17:34:55
politie,graag contact oc bergen op zoom,Politie naar Bergen Op Zoom,2024-02-07,17:34:53
politie,aanrijding letsel groenewoudseweg nijmegen 94897,Politie naar Groenewoudseweg in Nijmegen voor ongeval met letsel,2024-02-07,17:23:53
brandweer,p 1 bad-01 stank/hind. lucht gaslucht binnen very italian place v.i.p wijttenbachstraat amsterdam 133431,Gaslucht op Wijttenbachstraat in Amsterdam,2024-02-07,17:45:45
brandweer,p 2 bon-01 ass. ambu tilassistentie rodenburgstraat arnhem 073631,Assistentie ambulance op Rodenburgstraat in Arnhem,2024-02-07,17:39:24
politie,ongeval/wegvervoer/letsel prio 1 groningen m.k. gandhiplein,Ongeval met letsel op M.K. Gandhiplein in Groningen,2024-02-07,17:44:27
politie,ongeval wegvervoer letsel eisenhowerlaan eindhoven,Politie naar Eisenhowerlaan in Eindhoven voor ongeval met letsel,2024-02-07,17:43:44
politie,graag bellen,Politie,2024-02-07,17:38:46
politie,graag bellen met zcc hengelo. bvd.,Politie,2024-02-07,17:38:46
brandweer,p 1 bdh-03 persoon te water fijnjekade 's-gravenhage 157810 157650 159632 159591 159660,Persoon te water op Fijnjekade in Den Haag,2024-02-07,17:57:26
brandweer,p 1 bdh-02 oms brandmelding domus nostra mgr. nolenslaan 's-gravenhage 157730,Automatisch brandalarm op Mgr. Nolenslaan in Den Haag,2024-02-07,17:56:05
brandweer,p 2 bnh-01 oms handmelder crown van gelder international eendrachtsstraat velsen-noord 122430,Automatisch brandalarm (handmelder) op Eendrachtsstraat in Velsen-Noord,2024-02-07,17:55:06
brandweer,p 2 blb-03 stormschade chopinstraat brunssum 244241,Stormschade op Chopinstraat in Brunssum,2024-02-07,17:53:20
brandweer,p 1 hv weg letsel n224 - utrechtseweg renswoude 098994 093034,Ongeval met letsel op Utrechtseweg in Renswoude,2024-02-07,17:52:26
brandweer,p 2 bzb-02 br nacontrole christinastraat westdorpe 196637,Geen beschrijving beschikbaar,2024-02-07,17:51:50
brandweer,p 2 bon-02 oms brandmelding alde steeg morel geb.3 bongerdstraat beuningen gld 084231,Automatisch brandalarm op Bongerdstraat in Beuningen,2024-02-07,17:51:20
brandweer,p 2 brt-01 dienstverlening deur openen carnissesingel rotterdam 173431,Brandweer met gepaste spoed naar Carnissesingel in Rotterdam,2024-02-07,17:51:01
brandweer,"prio 4 n11 re 6,6 hazrdk wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar Hazerswoude-Rijndijk,2024-02-07,17:50:33
brandweer,p 1 ongeval wegvervoer letsel arent janszoon ernststraat amsterdam,Ongeval met letsel op Arent Janszoon Ernststraat in Amsterdam,2024-02-07,17:49:56
politie,aanrijding letsel n224 - utrechtseweg renswoude,Politie naar Utrechtseweg in Renswoude voor ongeval met letsel,2024-02-07,17:52:14
politie,prio 1 kanaalstraat broekweg lisse ongeval wegvervoer letsel,Ongeval met letsel op Kanaalstraat in Lisse,2024-02-07,17:51:31
politie,"aanrijding letsel a50 li 216,0 vaassen 94966",Politie naar A50 in Vaassen voor ongeval met letsel,2024-02-07,17:50:38
politie,2 spookrijder schenkelweg spijkenisse icnum 73277,Politie naar Schenkelweg in Spijkenisse,2024-02-07,17:49:18
trauma,a1 ambu 08993 renswoude mka ut n224 rit 43504,Traumaheli naar N224 in Renswoude,2024-02-07,17:53:01
brandweer,test: proefalarm avond brandweer veiligheidsregio rotterdam rijnmond.,Proefalarm in Rotterdam,2024-02-07,18:15:07
brandweer,p 1 reanimatie afhijsen wim hoogendoornstraat ijsselstein 092052,Assistentie bij reanimatie op Wim Hoogendoornstraat in Ijsselstein,2024-02-07,18:14:07
brandweer,p 2 bon-01 stank/hind. lucht soort lucht: terpetine trumandreef ede 072831,Brandweer met gepaste spoed naar Trumandreef in Ede,2024-02-07,18:13:42
brandweer,p 1 ongeval wegvervoer letsel amstelveenseweg amsterdam,Ongeval met letsel op Amstelveenseweg in Amsterdam,2024-02-07,18:09:30
brandweer,p 1 bdh-04 stank/hind. lucht gaslucht binnen poptahof noord delft 155530,Gaslucht op Poptahof Noord in Delft,2024-02-07,18:04:56
brandweer,p 2 bnn-02 co-melder oosterhamrikkade groningen 013593 011831,Brandweer met gepaste spoed naar Oosterhamrikkade in Groningen,2024-02-07,18:03:05
brandweer,p 1 hv weg letsel n224 - utrechtseweg renswoude 095571,Ongeval met letsel op Utrechtseweg in Renswoude,2024-02-07,18:01:14
brandweer,p 2 bnn-01 ass. ambu tilassistentie dreesstraat zuidhorn 011331,Assistentie ambulance op Dreesstraat in Zuidhorn,2024-02-07,18:01:07
brandweer,p 2 bob-03 liftopsluiting mercuriusplein berlicum 210431,Assistentie bij liftopsluiting op Mercuriusplein in Berlicum,2024-02-07,18:00:20
brandweer,p 1 reanimatie wim hoogendoornstraat ijsselstein 092031,Assistentie bij reanimatie op Wim Hoogendoornstraat in Ijsselstein,2024-02-07,18:00:17
brandweer,"goedenavond, proefalarm meldkamer oost-brabant",Brandweer met spoed voor Proefalarm,2024-02-07,18:00:15
brandweer,maandelijks proefalarm tco hollands midden.,Brandweer met spoed voor Proefalarm,2024-02-07,18:00:14
politie,contact oc,Politie,2024-02-07,18:13:51
politie,graag contact zcc hengelo. bvd.,Politie,2024-02-07,18:06:33
politie,ongeval/wegvervoer/letsel prio 1 veendam schilderslaan,Ongeval met letsel op Schilderslaan in Veendam,2024-02-07,18:05:46
politie,aanrijding letsel sprokkelburg cafe waaldijk bemmel 94991,Politie naar Waaldijk in Bemmel voor ongeval met letsel,2024-02-07,18:05:07
politie,prio 1 fijnjekade sgravh persoon te water,Persoon te water op Fijnjekade in Den Haag,2024-02-07,17:57:12
politie,prio 2 roemer hoogeveenseweg boskp ongeval wegvervoer letsel,Ongeval met letsel op Roemer in Boskoop,2024-02-07,17:57:05
trauma,a1 mmt 13991 wim hoogendoornstraat ijsselstein 12781/ regio 09,Traumaheli naar Wim Hoogendoornstraat in Ijsselstein,2024-02-07,18:14:07
trauma,a1 ambu 17992 wim hoogendoornstraat 3404gj ijsselstein ijssst bon 20226,Traumaheli naar 3404GJ,2024-02-07,18:05:10
trauma,a1 mmt 13991 fijnjekade 's-gravenhage 12777/ regio 15,Traumaheli,2024-02-07,17:59:33
trauma,a1 ambu 17902 daan kagchellandpad 3056ag rotterdam rottdm bon 20222,Geen beschrijving beschikbaar,2024-02-07,17:59:24
trauma,a1 ambu 17992 daan kagchellandpadag rotterdam rottdm bon 20222,Traumaheli naar Daan Kagchellandpad in Rotterdam,2024-02-07,17:58:26
brandweer,p 2 bad-01 liftopsluiting osdorper ban amsterdam 132531,Assistentie bij liftopsluiting op Osdorper Ban in Amsterdam,2024-02-07,18:19:09
brandweer,"prio 4 a44 li 12,4 sasshm wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar A44,2024-02-07,18:17:50
brandweer,p 1 bon-03 stank/hind. lucht gaslucht binnen buysstraat arnhem 073631,Gaslucht op Buysstraat in Arnhem,2024-02-07,18:17:16
politie,aanrijding letsel kerkstraat zwolle 95025,Geen beschrijving beschikbaar,2024-02-07,18:25:37
politie,aanrijding letsel kersenbaan amersfoort,Politie naar Amersfoort voor ongeval met letsel,2024-02-07,18:17:29
politie,"ongeval wegvervoer letsel a58 re 23,8 oirschot",Politie naar A58 in Oirschot voor ongeval met letsel,2024-02-07,18:16:35
brandweer,p 2 bdh-15 stank/hind. lucht binnen anslostraat 's-gravenhage 159660,Brandweer met gepaste spoed naar Anslostraat in Den Haag,2024-02-07,18:32:40
brandweer,p 2 bdh-05 wateroverlast hoenderloostraat 's-gravenhage 157830,Wateroverlast op Hoenderloostraat in Den Haag,2024-02-07,18:30:46
brandweer,p 5 goedenavond proefalarm p2000 geplande actie gmk amsterdam elandsgracht amsterdam,Brandweer met spoed naar Elandsgracht in Amsterdam,2024-02-07,18:30:26
brandweer,p 2 bnh-02 liftopsluiting kometenstraat purmerend 115031,Assistentie bij liftopsluiting op Kometenstraat in Purmerend,2024-02-07,18:30:08
brandweer,p 2 bdh-04 liftopsluiting prins hendrikplein leidschendam 159633,Assistentie bij liftopsluiting op Prins Hendrikplein in Leidschendam,2024-02-07,18:30:01
brandweer,p 2 bad-02 stank/hind. lucht gaslucht binnen jacob van lennepstraat amsterdam 133331,Gaslucht op Jacob van Lennepstraat in Amsterdam,2024-02-07,18:26:09
politie,aanrijding letsel laan van zevenhuizen anklaarseweg apeldoorn 95056,Politie naar Laan van Zevenhuizen in Apeldoorn voor ongeval met letsel,2024-02-07,18:35:48
politie,ongeval wegvervoer letsel winkelcentrum woensel eindhoven,Politie naar Winkelcentrum Woensel in Eindhoven voor ongeval met letsel,2024-02-07,18:27:16
brandweer,p 2 bzb-01 br container lieftinckstraat vlissingen 194431,Buitenbrand (container) op Lieftinckstraat in Vlissingen,2024-02-07,18:40:48
brandweer,p 2 bdh-01 co-melder kaarderstraat delft 155530,Brandweer met gepaste spoed naar Kaarderstraat in Delft,2024-02-07,18:40:11
politie,mnd oc utrecht svp contact cluster oost,Politie naar Utrecht,2024-02-07,18:46:52
politie,"ongeval/wegvervoer/letsel prio 1 oude pekela n367 re - turfweg,4",Ongeval met letsel op Turfweg in Oude Pekela,2024-02-07,18:42:56
brandweer,p 1 bon-02 middel br br bijeenkomst ridderhof restaurant ridderstraat hattem 062061,Middelbrand op Ridderstraat in Hattem,2024-02-07,18:56:26
brandweer,graag telefonisch contact meldkamer,Brandweer,2024-02-07,18:55:55
brandweer,p 2 br container 2e daalsedijk utrecht 094531,Buitenbrand (container) op 2e Daalsedijk in Utrecht,2024-02-07,18:55:42
brandweer,p 1 bon-02 middel br br bijeenkomst ridderhof restaurant ridderstraat hattem 069904 069801,Geen beschrijving beschikbaar,2024-02-07,18:54:33
brandweer,p 2 bzb-02 dv brw deur openen tobias asserlaan tilburg 209433,Brandweer met gepaste spoed naar Tobias Asserlaan in Tilburg,2024-02-07,18:54:31
brandweer,p 1 bon-02 br bijeenkomst ridderhof restaurant ridderstraat hattem 041650 069191 062031 061341,Brandweer met spoed naar Ridderstraat in Hattem,2024-02-07,18:51:58
brandweer,af-gm eindhoven graag telefonisch contact mkb,Brandweer naar Eindhoven,2024-02-07,18:51:56
brandweer,"prio 4 a4 re 24,6 rijpwt wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar A4,2024-02-07,18:51:11
brandweer,p 2 uitval nutsvoorz. elektriciteit huib van de kreekeweg nuth,Brandweer met gepaste spoed naar Huib van de Kreekeweg in Nuth,2024-02-07,18:50:16
brandweer,graag telefonisch contact mkon,Brandweer,2024-02-07,18:49:14
politie,graag telefonisch contact mkon trumandreef ede,Politie naar Trumandreef in Ede,2024-02-07,18:55:54
politie,2 ongeval wegvervoer materieel tandwielstraat rotterdam icnum 73374,Politie naar Tandwielstraat in Rotterdam voor Ongeval Wegvervoer Materieel,2024-02-07,18:54:14
politie,graag contact oc zwb,Politie,2024-02-07,18:51:33
brandweer,p 1 bad-01 stank/hind. lucht gaslucht binnen banne buikslootlaan amsterdam 132131,Gaslucht op Banne Buikslootlaan in Amsterdam,2024-02-07,19:19:01
brandweer,p 2 blb-02 ass. ambu afhijsen beneluxlaan heerlen 243251 244241,Assistentie ambulance voor afhijsen patiënt op Beneluxlaan in Heerlen,2024-02-07,19:18:17
brandweer,p 2 brt-01 br berm/bosschage zuiderparkpromenade-oost rotterdam 173431,Brandweer met gepaste spoed naar Rotterdam,2024-02-07,19:12:37
brandweer,p 1 bnn-01 br woning schoorsteen master wybrensdyk eagum 026150 026193 026131,Woningbrand op Master Wybrensdyk in Eagum,2024-02-07,19:03:05
brandweer,maandelijks proefalarm tco haaglanden.,Brandweer met spoed voor Proefalarm,2024-02-07,19:02:08
